title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
Tough Talk|||||||"1_433"||||||
Toy Tune|Wayne Shorter||||||""||||y||
Toys|Herbie Hancock||||||""||||y||
Train Samba|||||||"1_434"||||||
Training|Michel Petrucciani||||||""||||y||
Trance|||||||"1_435"||||||
Trane's Blues|||||||"2_376"||||||
Travelin' Light|||||425|1943|""||||||
Tricotism|Oscar Pettiford||||||"3_325"||||y||
Trinkle Tinkle|Thelonious Monk||||647|1952|""||||y||
Triste|Antonio-Carlos Jobim||||879|1967|"1_436"|1||i,095,098,|y||
Troublant Bolero|||||||""|||||y|
Trouble In Mind|||||409|1926|""||||||
Troubled Waters|Arthur Johnston||||||""||||y||
Trust In Me|||||784|1936|""||||||
Try A Little Tenderness|Harry Woods||||663|1932|""|||072,|y||
Tune 88|||||||"3_326"||||||
Tune Up|Miles Davis||||652|1953|"1"|1||i,007,065,067,|y||
Tune-up|||||||"1_437"||||||
Turn Around|||||||"2_377"||||||
Turn Out The Stars|Bill Evans||||||"1_438"||||y||
Turnaround|Ornette Coleman||||||""||||y||
Tuxedo Junction|||||696|1940|""||||||
Twelfth Year|||||||""|||||y|
Twilight In Turkey|||||||""|||||y|
Twisted|||||||"2_361"||||||
Twisted Blues|Wes Montgomery||||||""||||y||
Two Cigarettes In The Dark|||||||""|||||y|
Two For The Road|Henry Mancini||||||""||||y||
Two Not One|||||||"2_378"||||||
Two Sleepy People|||||817|1938|""||||||
Ugly Beauty|Thelonious Monk||||||""||||y||
Ultrafox|||||||""|||||y|
Un Peu De Reve|||||||""|||||y|
Un Poco Loco|||||793|1953|"3_327"||||||
Un Tour De Manege|||||||""|||||y|
Undecided|Charlie Shavers||||105|1939|""||||y||
Under A Blanket Of Blue|Jerry Livingston||||645|1933|""||||y||
Under Paris Skies|||||||""|||||y|
Une Histoire Simple|||||||""|||||y|
Unforgettable|Gordon Irving|y|||722|1951|"3_328"|2||058,|y||
Unit Seven|Sam Jones||||||""||||y||
United|Wayne Shorter||||||""||||y||
Unquity Road|||||||"1_439"||||||
Unrequited|Brad Mehldau||||||""||||y||
Until I Met You (Corner Pocket)|||||522|1956|"2"||||||
Until The Real Thing Comes Along|||||317|1936|""||||||
Untitled Tune|||||||"1_478,1_480,1_481"||||||
Up Jumped Spring|Freddie Hubbard||||||"1_440"||||y||
Upper Manhattan Medical Group|Billy Strayhorn||||558|1956|"1_441"|||066,|y||
Valse A Bamboula|||||||""|||||y|
Valse A Rosenthal|||||||""|||||y|
Valse Des Niglos|||||||""|||||y|
Valse Hot|Sonny Rollins||||||"1_13"||||y||
Valse Manouche|||||||""|||||y|
Vashkar|||||||"1_442"||||||
Vendredi 13|||||||""|||||y|
Venez-donc Chez Moi|||||||""|||||y|
Very Early|Bill Evans||||||"1_443"||||y||
Very Thought Of You, The|Ray Noble||||107|1934|"3_329"|||041,|y||
Vette|||||||""|||||y|
Violets For Your Furs|Adair-Dennis||||728|1941|"3_330"|||023,|y||
Viper's Dream|||||||""|||||y|
Virgo|Wayne Shorter||||||""||||y||
Vonetta|||||||"2_379"||||||
Vous Et Moi|||||||""|||||y|
Vous Qui Passez Sans Me Voir|||||||""|||||y|
Voyage|Kenny Barron||||||""||||y||
Wail|||||||"3_331"||||||
Wait Till You See Her|||||908|1942|"1_445"||||||
Walk On By|||||854|1961|""||y||||
Walk Tall|Cannonball Adderley||||||"2_382"||||y||
Walk'in Thing, A|||||||"2_381"||||||
Walkin'|Miles Davis||||341|1949|""||y|i,|y||
Walkin' My Baby Back Home|Ahlert-Turk||||577|1930|"3"||||y||
Walkin' Shoes|Gerry Mulligan||||||"2_380"||||y||
Walkin' Thing, A|||||||"2_381"||||||
Walkin' Up|Bill Evans||||||""||||y||
Walking|||||||"1_446"||||||
Wall Street|||||||"2_383"||||||
Wall-eye Blues|||||||"3_332"||||||
Walter L|||||||"1_447"||||||
Waltz|||||||"1_448"||||||
Waltz For A Lovely Wife|||||||"1_449"||||||
Waltz For Debby|Bill Evans||||512|1964|"1_450"|1|||y||
Waltzin|||||||"1_451"||||||
Warm Valley|Duke Ellington||||546|1940|"2"|3||048,|y||
Watch What Happens|Michel Legrand||||400|1964|"3_333,2_384"||||y||
Water Colors|||||||"2_385"||||||
Watermelon Man|Herbie Hancock||||609|1963|"3_334"|||011,054,085,|y||
Watersign|||||||"2_386"||||||
Wave|Antonio-Carlos Jobim||||216|1967|"1_452"|1||i,031,098,|y||
Way Down Yonder In New Orleans|||||368|1922|""|||100,|||
Way You Look Tonight, The|Jerome Kern||||27|1936|"2_388"|||055,061,|y||
Wayne's Thang|Kenny Garrett||||||""||||y||
We See|Thelonious Monk||||||""||||y||
We Will Meet Again|Bill Evans||||||""||||y||
We'll Be Together Again|Carl Fisher||||241|1945|"1_453"|1|||y||
Weary Blues|||||613|1915|""||||||
Webb City|Bud Powell||||||"2_414"||||y||
Webster|||||||""|||||y|
Weekend Blues|||||||"2_389"||||||
Well You Needn't|Thelonious Monk||||313|1944|"1_454"|1||056,|y||
Wendy|Paul Desmond||||||"2_390"||||y||
West Coast Blues|Wes Montgomery||||768|1960|"1_455"|1||i,043,062,|y||
West End Blues|||||648|1928|""||||||
Wham|||||980|1939|""||||||
What A Difference A Day Made|Maria Grever||||367|1934|"3_335"|2|||y||
What A Little Moonlight Can Do|Harry Woods||||||""||||y||
What A Wonderful World|Weiss-Thiele||||945|1967|"3"||||y||
What Am I Here For|||||373|1942|"1_456"||y||||
What Are You Doing New Year's Eve|Frank Loesser||||974|1947|""||||y||
What Are You Doing The Rest Of Your Life|Michel Legrand||||717|1969|"1_457"|3|||y||
What Is There To Say|||||232|1933|""||||||
What Is This Thing Called Love|Cole Porter|y|y|y|8|1930|"1_460"||y|015,041,112,117,|y||
What Kind Of Fool Am I|||||993|1962|"3_338"||||||
What Was|||||||"1_458"||||||
What Will I Tell My Heart|||||819|1937|""||||||
What'll I Do|Irving Berlin||||751|1924|"2"||||y||
What's New|Bob Haggard||||14|1939|"2_391"|||041,074,093,107,|y||
When A Woman Loves A Man|||||675|1938|""||y||||
When Day Is Done|||||973|1924|""|||||y|
When I Fall In Love|Victor Young||||137|1952|"1_461"|||110,113,|y||
When It Rains|Brad Mehldau||||||""||||y||
When It's Sleepy Time Down South|Traditional||||331|1931|""||||y||
When Lights Are Low|Benny Carter||||349|1936|"2_392"|3||052,087,|y||
When Sunny Gets Blue|Marvin Fisher||||517|1956|"1_462"|||049,|y||
When The Saints Go Marching In|Traditional||||282|1896|""|||080,100,|y||
When The Sun Comes Out|||||485|1941|"3_339"||||||
When You Wish Upon A Star|Ned Washington||||348|1940|"1"|||058,|y||
When You're Smilin'|Shay - Fisher - Goodwin||||||""||||y||
When You're Smiling|||||225|1928|"3"||||||
When Your Lover Has Gone|||||217|1931|"3_340"||y|041,097,|||
Where Are You|||||353|1936|"1_463"|3|||||
Where Or When|Richard Rodgers||||208|1937|"3_341"||y|110,113,|y||
While We're Young|Wilder-Palitz||||||"3_342"||||y||
Whisper Not|Benny Golson||||297|1956|"2_393"|2||i,014,|y||
Whispering|||||540|1920|"1"||||||
White Christmas|||||404|1940|""||||||
Who|||||607|1925|""||||||
Who Can I Turn To|Newley-Bricusse||||||"2_394,3_343"||||y||
Who Cares (So Long As You Care For Me)|||||419|1931|""||y|089,|||
Who's Sorry Now|Snyder-Kalmar-Ruby||||454|1923|""||||y||
Whopper, The|||||||"2_395"||||||
Why Did I Choose You|||||||"3_344"||||||
Why Do I Love You|Jerome Kern||||431|1927|"2"|||055,|y||
Why Don't You Do Right|Kansas-Joe McCoy||||||""||||y||
Why Was I Born|||||377|1929|""||||||
Wies Side Stroll|||||||"3_336"||||||
Wil I You Still Be Mine|||||||"3_345"||||||
Wild Flower|Wayne Shorter||||||"1_464"||||y||
Wild Man Blues|||||861|1927|""||||||
Will You Still Be Mine|Matt Dennis||||328|1940|"3"|2||023,|y||
Willow Weep For Me|Ann Ronell||||13|1932|"2_396"|1|||y||
Windows|Chick Corea||||||""||||y||
Winter Wonderland|||||326|1934|""|||078,|||
Witch Hunt|Wayne Shorter||||||""||||y||
Witchcraft|Cy Coleman||||705|1951|"3_346"|1||044,|y||
With A Song In My Heart|Richard Rodgers||||536|1929|"2"||y|051,|y||
With Every Breath I Take|||||||"3_347"||||||
With Plenty Of Money And You|||||||""|||||y|
With The Wind And The Rain In Hair|Clare Edwards||||||""||||y||
Without A Song|Vincent Youmans||||370|1929|"2"|2||034,|y||
Wives And Lovers (Hey Little Girl)|Burt Bacharach||||996|1963|"1"|||022,|y||
Wolf Tracks|||||||""|||||y|
Wolverine Blues|||||669|1923|""||||||
Wonder Why|||||635|1951|""||||||
Woody'n You|Dizzy Gillespie||||173|1943|"1"|2||065,|y||
Work Song|Nat Adderley||||350|1960|"2_399"|||013,120,|y||
World Is Waiting For The Sunrise, The|||||874|1919|"1"|||||y|
Wouldn't It Be Loverly|Frederick Loewe||||||""||||y||
Wow|Lennie Tristano||||||"2_397"||||y||
Wrap Your Troubles In Dreams|Harry Barris||||190|1931|"3_348"|2|||y||
Wrong Is Right|||||||"2_398"||||||
Yana Amina|||||||"2_400"||||||
Yardbird Suite|Charlie Parker||||168|1946|"2_401"|||h,006,069,|y||
Yes And No|Wayne Shorter||||||""||||y||
Yes Or No|||||||"1_471"||||||
Yesterday|||||619|1965|"1_472"||||||
Yesterdays|Jerome Kern|y|y|y|9|1933|"1_473"|||055,085,|y||
You & The Night & The Music|||||||"3_349"||||||
You And The Night And The Music|Arthur Schwartz||||235|1934|""||y|041,097,|y||
You Are My Sunshine|||||919|1940|""||||||
You Are The Sunshine Of My Life|||||||"1_474"||||||
You Are Too Beautiful|Richard Rodgers||||449|1932|"1_475"||y||y||
You Belong To Me|||||||""|||||y|
You Better Go Now|Reichner-Graham||||555|1936|"3"||||y||
You Better Leave It Alone|||||||"2_399"||||||
You Brought A New Kind Of Love To Me|Fain-Kaval-Norman||||747|1930|"1"||||y||
You Can Depend On Me|Carpenter-Dunlap-Hines||||375|1932|"2"||||y||
You Do Something To Me|Cole Porter||||734|1929|"3_350"||y|051,112,|y||
You Don't Know What Love Is|Raye-DePaul||||53|1941|"1_476"|||032,|y||
You Go To My Head|Fred Coots||||42|1938|"3_352"||y|040,097,107,|y||
You Keep Coming Back Like A Song|Irving Berlin||||||""||||y||
You Leave Me Breathless|||||678|1938|""||||||
You Made Me Love You|||||947|1913|"3"|||079,||y|
You Make Me Feel So Young|Josef Myrow||||848|1946|"3_351"||y||y||
You Must Believe In Spring|Michel Legrand||||596|1967|"3_354"|3|||y||
You Stepped Out Of A Dream|Nacio-Herb-Brown||||96|1940|"2_402"|3||034,059,070,|y||
You Took Advantage Of Me|Richard Rodgers||||310|1928|"1_477"||y||y||
You Turned The Tables On Me|Louis Alter||||660|1936|""||||y||
You Won't Forget Me|Goell-Spielman||||||""||||y||
You'd Be So Nice To Come Home To|Cole Porter||||188|1942|"2_403"||y|112,|y||
You'll Never Know|||||877|1943|""||y||||
You're A Lucky Guy|||||830|1939|""||||||
You're A Sweetheart|||||756|1937|""||||||
You're Blase|||||640|1932|"3"||||||
You're Driving Me Crazy (What Did I Do)|||||243|1930|"3"||||||
You're Everything|Chick Corea||||||"3_356"||||y||
You're Getting To Be A Habit With Me|||||770|1932|""||||||
You're Laughing At Me|Irving Berlin||||||""||||y||
You're Mine You|||||525|1933|"3"||||||
You're My Everything|Harry Warren||||393|1931|"2"|2||041,097,|y||
You're My Thrill|Jay Gorney||||374|1934|""||||y||
You're Nobody Till Somebody Loves You|Morgan-Stock-Cavanaugh||||||""||||y||
You're The Top|Cole Porter||||940|1934|""||y||y||
You've Changed|Carl Fisher||||395|1942|"3_355"|3||032,|y||
Young And Foolish|Albert Hague||||561|1954|""||||y||
Young At Heart|Johnny Richards||||764|1954|"1"||||y||
Younger Than Springtime|||||||"3_358"||||||
Yours Is My Heart Alone|||||871|1929|"3_359"||y|041,|||
Zing Went The Strings Of My Heart|James Hanley||||||""||||y||
Zingaro (Retrato Em Branco E Preto)|Antonio-Carlos Jobim||||||""||||y||
Zoltan|Woody Shaw||||||""||||y||
